Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
PRKACA	PKACa	ENSG00000072062	"Protein kinase cAMP-activated catalytic subunit alpha"	P17612	19	14091688-14118084	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	"Cancer-related genes, Cushing syndrome, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 310.9"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 101.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB010361, HPA071185"	Approved		Approved	"Cytokinetic bridge,Cytosol"		Yes	NA		170000	"Cluster 8: Neutrophils - Inflammatory response"	"Cluster 39: Non-specific - Mitochondria"	"Cluster 53: Non-specific - mRNA processing"	"Cluster 75: Myeloid cells - Innate immune response"	Cytosol	"Cytokinetic bridge"	"CAB010361: AB_2268772, HPA071185: AB_2686356"	"unprognostic (1.08e-1)"	"prognostic favorable (6.28e-6)"	"unprognostic (2.09e-2)"	"prognostic unfavorable (6.26e-5)"	"unprognostic (1.38e-2)"	"unprognostic (2.95e-1)"	"unprognostic (1.64e-1)"	"unprognostic (9.36e-3)"	"unprognostic (7.01e-2)"	"unprognostic (3.41e-1)"	"prognostic favorable (6.47e-4)"	"unprognostic (2.86e-1)"	"unprognostic (1.17e-1)"	"unprognostic (4.68e-2)"	"unprognostic (1.87e-1)"	"unprognostic (3.66e-2)"	"unprognostic (6.14e-3)"
PRKACG	PKACg	ENSG00000165059	"Protein kinase cAMP-activated catalytic subunit gamma"	P22612	9	69012504-69014113	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	152	"testis: 24.6"	"Group enriched"	"Detected in some"	22	"Early spermatids: 67.1;Late spermatids: 87.4;Spermatocytes: 34.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"									"CAB004530, HPA071185"	Supported		Approved	"Cytokinetic bridge,Cytosol"		Yes	NA				"Cluster 74: Testis - Spermatogenesis"		"Cluster 42: Spermatocytes & Spermatids - Spermatogenesis"	Cytosol	"Cytokinetic bridge"	"CAB004530: AB_628137, HPA071185: AB_2686356"					"unprognostic (2.74e-1)"									"unprognostic (3.61e-2)"	"unprognostic (7.22e-2)"		
PRKCH	"PKC-L, PKCL, PRKCL"	ENSG00000027075	"Protein kinase C eta"	P24723	14	61187559-61550976	"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	Differentiation	"Kinase, Serine/threonine-protein kinase, Transferase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Microglial cells: 260.9;NK-cells: 221.1;T-cells: 121.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	11	"gdT-cell: 116.5;MAIT T-cell: 91.3;memory CD4 T-cell: 88.0;memory CD8 T-cell: 137.0;naive CD4 T-cell: 106.9;naive CD8 T-cell: 105.5;NK-cell: 117.1;T-reg: 79.8"	"Group enriched"	"Detected in all"	14	"NK-cells: 117.1;T-cells: 137.0"	"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Lung - Endothelial cells, Skeletal muscle - Endothelial cells, Thyroid - Endothelial cells"	"Group enriched"	"Detected in all"	6	"basal ganglia: 28.0;thalamus: 17.9"	"Low region specificity"	"Detected in all"			"HPA026294, HPA053709"	Approved		Approved	"Plasma membrane,Cytosol"		NA	NA			"Cluster 36: GdT-cells - Adaptive immune response"	"Cluster 3: T-cells - Adaptive immune response"	"Cluster 12: Lymphoid cancers - Adaptive immune response"	"Cluster 7: NK-cells - Immune response regulation"	Cytosol	"Plasma membrane"	"HPA026294: AB_10603988, HPA053709: AB_2682237"	"unprognostic (1.42e-1)"	"unprognostic (3.89e-3)"	"unprognostic (1.78e-1)"	"unprognostic (1.96e-3)"	"unprognostic (1.04e-1)"	"prognostic favorable (8.55e-6)"	"unprognostic (1.14e-2)"	"unprognostic (2.97e-2)"	"unprognostic (4.14e-1)"	"unprognostic (1.94e-1)"	"unprognostic (7.96e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.52e-3)"	"unprognostic (1.13e-1)"	"unprognostic (4.14e-2)"	"unprognostic (6.98e-2)"	"unprognostic (4.73e-3)"
PRKD1	"PKC-mu, PKCM, PKD, PRKCM"	ENSG00000184304	"Protein kinase D1"	Q15139	14	29576479-30191898	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Angiogenesis, Apoptosis, Differentiation, Immunity, Inflammatory response, Innate immunity, Neurogenesis"	"Kinase, Serine/threonine-protein kinase, Transferase"	"Disease variant, Ectodermal dysplasia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 350.8;Excitatory neurons: 145.4;Inhibitory neurons: 167.7;Microglial cells: 86.7;Oligodendrocyte precursor cells: 374.0"	"Cancer enhanced"	"Detected in all"		"prostate cancer: 10.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"prostate cancer: 19.7"	"Breast - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB018367, HPA029834"	Uncertain		Supported	"Plasma membrane,Cytosol"	"Intracellular and membrane"	NA	NA				"Cluster 21: Non-specific - Transcription"	"Cluster 24: Prostate cancer - Lipid metabolism"	"Cluster 10: Neurons & Oligodendrocytes - Nervous system development"	"Plasma membrane"	Cytosol	"CAB018367: AB_2253119, HPA029834: AB_10602821"	"unprognostic (5.35e-2)"	"unprognostic (3.20e-1)"	"unprognostic (2.27e-2)"	"unprognostic (6.70e-2)"	"unprognostic (2.37e-1)"	"unprognostic (1.92e-1)"	"unprognostic (1.08e-3)"	"unprognostic (8.88e-2)"	"unprognostic (2.37e-2)"	"unprognostic (5.29e-2)"	"unprognostic (7.08e-2)"	"unprognostic (1.56e-1)"	"prognostic favorable (2.44e-5)"	"unprognostic (9.45e-4)"	"unprognostic (1.99e-1)"	"prognostic unfavorable (2.91e-4)"	"unprognostic (3.89e-1)"
PRKDC	"DNA-PKC, DNA-PKcs, DNAPK, DNAPKc, DNPK1, HYRC, HYRC1, p350, p460, XRCC7"	ENSG00000253729	"Protein kinase, DNA-activated, catalytic subunit"	P78527	8	47773111-47960178	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Biological rhythms, DNA damage, DNA recombination, DNA repair, Immunity, Innate immunity, Ribosome biogenesis"	"DNA-binding, Kinase, Serine/threonine-protein kinase, Transferase"	"Cancer-related genes, Disease variant, SCID"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB005167, HPA035174"	Supported		Enhanced	Nucleoplasm		NA	NA		250000	"Cluster 6: Non-specific - Transcription"	"Cluster 59: Non-specific - Translation"	"Cluster 25: Non-specific - Basic cellular processes"	"Cluster 16: Non-specific - RNA binding"	Nucleoplasm		"CAB005167: AB_2172845, HPA035174: AB_2674504"	"unprognostic (3.14e-2)"	"unprognostic (3.02e-3)"	"unprognostic (1.56e-2)"	"prognostic unfavorable (1.03e-4)"	"unprognostic (8.95e-2)"	"unprognostic (1.34e-1)"	"unprognostic (7.70e-3)"	"unprognostic (5.74e-2)"	"unprognostic (1.12e-2)"	"unprognostic (1.60e-2)"	"unprognostic (7.76e-3)"	"unprognostic (7.77e-2)"	"unprognostic (2.84e-2)"	"unprognostic (2.32e-1)"	"unprognostic (2.20e-1)"	"unprognostic (6.76e-3)"	"unprognostic (2.15e-2)"
PRKG1	"PGK, PKG, PKG1, PRKG1B, PRKGR1B"	ENSG00000185532	"Protein kinase cGMP-dependent 1"	Q13976	10	50990888-52298423	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"		"Allosteric enzyme, Kinase, Serine/threonine-protein kinase, Transferase"	"Aortic aneurysm, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"tongue: 36.1"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 754.1;Excitatory neurons: 241.3;Inhibitory neurons: 464.3;Microglial cells: 183.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	36	"basophil: 7.3"	"Lineage enriched"	"Detected in single"	49	"granulocytes: 7.3"	"Cancer enhanced"	"Detected in many"		"Rhabdoid: 9.4"	"Adipose subcutaneous - Smooth muscle cells, Breast - Smooth muscle cells, Liver - Hepatic stellate cells, Thyroid - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA007699, CAB009629"	Enhanced		Approved	Vesicles,Cytosol		NA	NA			"Cluster 34: Basophils - Unknown function"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 37: Neurons - Neuronal signaling"	"Vesicles, Cytosol"		"CAB009629: AB_2170663, HPA007699: AB_1079677"	"unprognostic (3.94e-2)"	"unprognostic (2.60e-1)"	"unprognostic (1.44e-2)"	"unprognostic (5.36e-2)"	"unprognostic (1.25e-1)"	"unprognostic (1.86e-1)"	"unprognostic (5.54e-1)"	"unprognostic (2.23e-1)"	"unprognostic (4.94e-1)"	"unprognostic (2.05e-2)"	"unprognostic (1.22e-2)"	"unprognostic (3.40e-1)"	"unprognostic (9.26e-2)"	"unprognostic (5.50e-3)"	"unprognostic (4.24e-2)"	"unprognostic (1.11e-1)"	"unprognostic (3.78e-4)"
PRKN	"AR-JP, PARK2, parkin, PDJ"	ENSG00000185345	"Parkin RBR E3 ubiquitin protein ligase"	O60260	6	161347417-162727775	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Autophagy, Transcription, Transcription regulation, Ubl conjugation pathway"	Transferase	"Disease variant, Neurodegeneration, Parkinson disease, Parkinsonism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 28.3;tongue: 15.9"	"Group enriched"	"Detected in many"	4	"Astrocytes: 370.4;Excitatory neurons: 318.3;Inhibitory neurons: 399.8;Microglial cells: 226.2;Oligodendrocyte precursor cells: 454.4;Oligodendrocytes: 355.5"	"Cancer enhanced"	"Detected in many"		"renal cancer: 3.3"	"Low region specificity"	"Detected in many"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enriched"	"Detected in some"	11	"Rhabdoid: 15.2"	"Heart muscle - Cardiomyocytes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"CAB016257, HPA036012"	Enhanced		Supported	"Nuclear speckles,Cytosol"		NA	NA			"Cluster 2: Granulocytes - Unknown function"	"Cluster 47: Non-specific - Unknown function"	"Cluster 22: Rhabdoid cancers - Neuronal signaling"	"Cluster 10: Neurons & Oligodendrocytes - Nervous system development"	"Nuclear speckles"	Cytosol	"CAB016257: AB_628104, HPA036012: AB_2732471"	"unprognostic (9.23e-2)"	"unprognostic (3.29e-2)"	"unprognostic (6.48e-2)"	"unprognostic (2.69e-3)"	"unprognostic (9.85e-2)"	"unprognostic (5.85e-2)"	"unprognostic (7.07e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.39e-1)"	"unprognostic (2.68e-2)"	"unprognostic (1.03e-3)"	"unprognostic (8.16e-2)"	"prognostic favorable (6.75e-12)"	"unprognostic (9.93e-2)"	"unprognostic (1.51e-1)"	"unprognostic (5.24e-2)"	"unprognostic (2.50e-1)"
PRKX	PKX1	ENSG00000183943	"Protein kinase X-linked"	P51817	X	3604340-3713649	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Angiogenesis, Differentiation"	"Developmental protein, Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"thyroid gland: 33.8"	"Cell type enhanced"	"Detected in many"		"Endometrial ciliated cells: 147.8;Glandular and luminal cells: 162.7;granulocytes: 123.1;NK-cells: 161.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"basophil: 11.0"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Colon - Endothelial cells, Heart muscle - Endothelial cells, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA015324	Supported		Supported	Nucleoplasm		No	No			"Cluster 41: Basophils - Cellular respiration"	"Cluster 21: Non-specific - Transcription"	"Cluster 62: Granulocytes - Innate immune response"	"Cluster 14: Endometrium - Transcription regulation"	Nucleoplasm		"HPA015324: AB_1855715"	"unprognostic (1.07e-1)"	"unprognostic (1.23e-2)"	"unprognostic (1.57e-1)"	"unprognostic (3.63e-1)"	"unprognostic (2.45e-1)"	"unprognostic (3.33e-2)"	"unprognostic (1.47e-1)"	"unprognostic (1.33e-2)"	"unprognostic (4.14e-1)"	"unprognostic (1.68e-1)"	"unprognostic (2.68e-1)"	"unprognostic (2.92e-1)"	"unprognostic (1.07e-3)"	"unprognostic (2.15e-2)"	"unprognostic (9.91e-2)"	"unprognostic (2.52e-1)"	"unprognostic (1.70e-2)"
PRMT7	"FLJ10640, KIAA1933"	ENSG00000132600	"Protein arginine methyltransferase 7"	Q9NVM4	16	68310974-68358584	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Differentiation, Transcription, Transcription regulation"	"Chromatin regulator, Methyltransferase, Transferase"	"Disease variant, Dwarfism, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA044241	Supported		Enhanced	"Nucleoplasm,Nucleoli fibrillar center"		No	No			"Cluster 3: Plasmacytoid DCs - Unknown function"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 36: Non-specific - Unknown function"	"Cluster 74: Pancreatic cells - Mixed function"	Nucleoplasm	"Nucleoli fibrillar center"	"HPA044241: AB_2678869"	"unprognostic (9.33e-2)"	"unprognostic (5.33e-2)"	"unprognostic (1.52e-1)"	"prognostic favorable (2.31e-5)"	"unprognostic (2.92e-2)"	"unprognostic (1.95e-1)"	"unprognostic (4.12e-2)"	"unprognostic (1.22e-1)"	"unprognostic (3.74e-1)"	"unprognostic (1.19e-1)"	"unprognostic (4.74e-3)"	"unprognostic (3.09e-2)"	"unprognostic (7.72e-2)"	"unprognostic (1.75e-1)"	"unprognostic (9.23e-2)"	"unprognostic (3.57e-1)"	"unprognostic (1.31e-1)"
PRNP	"AltPrP, CD230, CJD, GSS, PRIP, PRP"	ENSG00000171867	"Prion protein"	P04156	20	4686350-4701590	"CD markers, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Cell cycle, Growth arrest"	Prion	"Amyloidosis, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Schwann cells: 415.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in all"	9	"basophil: 875.9"	"Lineage enriched"	"Detected in all"	9	"granulocytes: 875.9"	"Low cancer specificity"	"Detected in all"			"Breast - Breast myoepithelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA042754, HPA043398"	Enhanced		Approved	"Nuclear membrane,Vesicles,Cytosol"		NA	Yes		5100000	"Cluster 38: Basophils - Unknown function"	"Cluster 88: Choroid plexus - Transmembrane transport"	"Cluster 33: Skin cancer - Membrane components"	"Cluster 25: Schwann cells & Melanocytes - Mixed function"	"Nuclear membrane, Cytosol"	Vesicles	"HPA042754: AB_10964203, HPA043398: AB_2678461"	"unprognostic (1.50e-1)"	"unprognostic (1.72e-1)"	"prognostic unfavorable (2.96e-4)"	"prognostic unfavorable (4.64e-4)"	"prognostic unfavorable (2.52e-4)"	"unprognostic (1.94e-2)"	"prognostic unfavorable (7.41e-5)"	"unprognostic (7.60e-3)"	"unprognostic (2.50e-1)"	"unprognostic (7.12e-2)"	"unprognostic (3.44e-1)"	"unprognostic (1.04e-1)"	"unprognostic (6.75e-2)"	"unprognostic (7.28e-3)"	"unprognostic (3.37e-1)"	"unprognostic (2.04e-1)"	"unprognostic (1.69e-2)"
PRODH	"HSPOX2, PIG6, PRODH1, PRODH2, TP53I6"	ENSG00000100033	"Proline dehydrogenase 1"	O43272	22	18912777-18936553	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Proline metabolism"	Oxidoreductase	"Disease variant, Schizophrenia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 49.2;skin 1: 39.8"	"Cell type enriched"	"Detected in some"	10	"Astrocytes: 177.5"	"Cancer enhanced"	"Detected in many"		"testis cancer: 11.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes"									HPA020361	Approved		Approved	Nucleoplasm,Vesicles,Mitochondria		NA	NA				"Cluster 59: Non-specific - Translation"	"Cluster 37: Ovarian cancer RMG-I - Cellular stress response"	"Cluster 63: Astrocytes - Nervous system maintenance"	Mitochondria	"Nucleoplasm, Vesicles"	"HPA020361: AB_10963116"	"unprognostic (2.46e-2)"	"prognostic favorable (1.54e-4)"	"unprognostic (1.40e-1)"	"unprognostic (3.70e-2)"	"unprognostic (3.80e-2)"	"unprognostic (1.20e-1)"	"unprognostic (1.78e-2)"	"unprognostic (1.07e-2)"	"unprognostic (2.49e-2)"	"unprognostic (6.56e-2)"	"unprognostic (3.12e-2)"	"unprognostic (1.61e-2)"	"unprognostic (7.44e-2)"	"unprognostic (1.07e-1)"	"unprognostic (1.21e-1)"	"unprognostic (5.34e-2)"	"unprognostic (3.94e-2)"
PROKR2	"dJ680N4.3, GPR73b, GPR73L1, GPRg2, KAL3, PKR2"	ENSG00000101292	"Prokineticin receptor 2"	Q8NFJ6	20	5299218-5316954	"Disease related genes, G-protein coupled receptors, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, Hypogonadotropic hypogonadism, Kallmann syndrome"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in single"		"brain: 2.0"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 2.0;Cone photoreceptor cells: 1.7;Early spermatids: 1.9;Horizontal cells: 1.3"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Not detected"	"Not detected"				"Region enhanced"	"Detected in many"		"olfactory bulb: 17.0"	"Low region specificity"	"Detected in all"			HPA047281	Uncertain					NA	NA			"Cluster 17: Basophils - Unknown function"	"Cluster 10: Brain - Neuronal signaling"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 57: Early spermatids - Flagellum & Golgi organization"			"HPA047281: AB_10960057"										"unprognostic (1.36e-1)"					"unprognostic (1.69e-1)"		
