,SHAP_mean,Abundance_rank,Abundance_mean,Abundance_std,description,SHAP_rank,Group
Q9Y5Z4,0.13617833363784063,4.0,0.4229363473377961,0.1580843612405603,Heme-binding protein 2 ,45.0,Neuroblastoma
P05783,0.13433768973793894,1.0,0.21440842831594145,0.03890738351268333,"Keratin, type I cytoskeletal 18 ",46.0,Neuroblastoma
P40121,0.13369764806196333,2.0,0.15460801395604368,0.035998521619273686,Macrophage-capping protein ,47.0,Neuroblastoma
Q02952,0.12878214224204107,11.0,0.6940277796777863,0.08530769812250576,A-kinase anchor protein 12 ,48.0,Neuroblastoma
Q15149,0.12593228023612812,2.0,0.2991596523889041,0.06593605110920686,Plectin ,49.0,Neuroblastoma
Q96CX2,0.121863680946996,12.0,0.6389635845641137,0.1604556107013041,BTB/POZ domain-containing protein KCTD12 ,50.0,Neuroblastoma
P31947,0.12108430649788612,2.0,0.2701621037869624,0.03874302482138951,14-3-3 protein sigma ,51.0,Neuroblastoma
P48960,0.118060288096319,4.0,0.31159630143590705,0.07730840339804307,Adhesion G protein-coupled receptor E5 ,52.0,Neuroblastoma
P12956,0.10980241493050329,2.0,0.3427987077462774,0.17740830350397743,X-ray repair cross-complementing protein 6 ,53.0,Neuroblastoma
P11047,0.10168874022964836,15.0,0.8158292149544748,0.08970843890181565,Laminin subunit gamma-1 ,54.0,Neuroblastoma
Q14764,0.09930500931874706,3.0,0.3513176966797241,0.16745922043489042,Major vault protein ,55.0,Neuroblastoma
Q9UJC3,0.0975962959533378,3.0,0.3264521206214406,0.11381914304777702,Protein Hook homolog 1 ,56.0,Neuroblastoma
P49720,0.0950391637836004,6.0,0.34095335370775554,0.11436937493544141,Proteasome subunit beta type-3 ,57.0,Neuroblastoma
Q6WKZ4,0.09358678553044714,4.0,0.1645844057463289,0.11373033324524143,Rab11 family-interacting protein 1 ,58.0,Neuroblastoma
Q92922,0.09223789124769136,14.0,0.7094814496818579,0.10316074007110128,SWI/SNF complex subunit SMARCC1 ,59.0,Neuroblastoma
P48735,0.08771391482978018,14.0,0.7786891693460551,0.08788128861264775,"Isocitrate dehydrogenase [NADP], mitochondrial ",60.0,Neuroblastoma
Q9Y446,0.08199360016845268,4.0,0.2836150542326447,0.06807718982795605,Plakophilin-3,61.0,Neuroblastoma
Q8WUF5,0.07947588065715211,3.0,0.20405927590449643,0.0989042469396014,RelA-associated inhibitor ,62.0,Neuroblastoma
Q9UIQ6,0.07707407204189137,7.0,0.4407762324055195,0.13205029838639698,Leucyl-cystinyl aminopeptidase ,63.0,Neuroblastoma
Q14315,0.07705362828683703,12.0,0.6782359630984754,0.16936676240290163,Filamin-C ,64.0,Neuroblastoma
Q96RS6,0.07703964608780298,11.0,0.6964705109997753,0.19959532535683133,NudC domain-containing protein 1 ,65.0,Neuroblastoma
P12270,0.07363928136952878,15.0,0.7967763521797637,0.15669357472255613,Nucleoprotein TPR ,66.0,Neuroblastoma
Q9NZN4,0.07055098217007896,4.0,0.29725429690568095,0.13375805158277165,EH domain-containing protein 2 ,67.0,Neuroblastoma
Q01970,0.06484115434293573,5.0,0.45716342455471165,0.07592338558309752,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 ",68.0,Neuroblastoma
Q96TA1,0.06315390682384955,4.0,0.4210482930209217,0.082579093505533,Protein Niban 2 ,69.0,Neuroblastoma
P18206,0.06283468813045533,4.0,0.6599905631079054,0.16009122848938456,Vinculin ,70.0,Neuroblastoma
Q9UGI8,0.06275543799207271,2.0,0.3901651929851644,0.14384143700796645,Testin ,71.0,Neuroblastoma
Q9HC35,0.061813254239726924,14.0,0.44682362212823745,0.10518959232678106,Echinoderm microtubule-associated protein-like 4 ,72.0,Neuroblastoma
Q8IVT2,0.059889758736162854,5.0,0.24763200657047033,0.0668485266434661,Mitotic interactor and substrate of PLK1 ,73.0,Neuroblastoma
P35580,0.057515566890724804,13.0,0.9050964057609375,0.03173065423511746,Myosin-10 ,74.0,Neuroblastoma
Q9BST9,0.05644507515708371,7.0,0.21959223386502075,0.1393161710107392,Rhotekin,75.0,Neuroblastoma
Q9Y5V3,0.054521233118686785,12.0,0.5995778315205766,0.2160321454697605,Melanoma-associated antigen D1 ,76.0,Neuroblastoma
P46013,0.04935232484425957,13.0,0.697583910522241,0.3010169594362603,Proliferation marker protein Ki-67 ,77.0,Neuroblastoma
P16144,0.04934694439254117,5.0,0.1865536311660916,0.0717433788319336,Integrin beta-4 ,78.0,Neuroblastoma
Q08380,0.049241215906706874,8.0,0.5568535823347823,0.07357636159046577,Galectin-3-binding protein ,79.0,Neuroblastoma
Q9UIG0,0.0488772452439064,14.0,0.7265891727179807,0.30598386296201635,Tyrosine-protein kinase BAZ1B ,80.0,Neuroblastoma
Q7L5N7,0.04718366781096141,10.0,0.45793088291237966,0.16970547390280444,Lysophosphatidylcholine acyltransferase 2 ,81.0,Neuroblastoma
P27105,0.04311895418777671,10.0,0.6154478975986436,0.18665839688501087,Stomatin ,82.0,Neuroblastoma
Q8TBX8,0.042548982676044636,4.0,0.2721374980732876,0.14304249402772207,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma ,83.0,Neuroblastoma
P05091,0.04057465091590172,10.0,0.6143662599834154,0.14617501258397117,"Aldehyde dehydrogenase, mitochondrial ",84.0,Neuroblastoma
P29350,0.03936924654413852,5.0,0.3309103205496459,0.11781091311784415,Tyrosine-protein phosphatase non-receptor type 6 ,85.0,Neuroblastoma
P20700,0.03799943961031173,5.0,0.40739537849665586,0.13859179016627357,Lamin-B1,86.0,Neuroblastoma
P78417,0.037463085371746335,6.0,0.4242037968621224,0.13031264957755712,Glutathione S-transferase omega-1 ,87.0,Neuroblastoma
Q15459,0.03414549189260699,12.0,0.7371240412565542,0.034108584561941616,Splicing factor 3A subunit 1 ,88.0,Neuroblastoma
P21266,0.03150645425821211,11.0,0.4468875553282892,0.07245722504233991,Glutathione S-transferase Mu 3 ,89.0,Neuroblastoma
Q53EP0,0.030552102702876165,5.0,0.2525000118230641,0.16101422167574675,Fibronectin type III domain-containing protein 3B ,90.0,Neuroblastoma
Q9BWF3,0.029321008147465806,14.0,0.6390347909788403,0.08414246010964269,RNA-binding protein 4 ,91.0,Neuroblastoma
Q14676,0.0280402877188679,14.0,0.7011011510305979,0.25551602174771654,Mediator of DNA damage checkpoint protein 1 ,92.0,Neuroblastoma
Q8TDZ2,0.020565132191728876,11.0,0.47888095446501744,0.15502098069191378,[F-actin]-monooxygenase MICAL1 ,93.0,Neuroblastoma
Q9Y5B9,0.020213798109350693,5.0,0.7029359375388915,0.2540404681431162,FACT complex subunit SPT16 ,94.0,Neuroblastoma
Q9UQE7,0.017873586137607072,15.0,0.8431801311627691,0.1805093769663099,Structural maintenance of chromosomes protein 3 ,95.0,Neuroblastoma
P43121,0.016761129021795627,11.0,0.5172460229275488,0.12744130662298295,Cell surface glycoprotein MUC18 ,96.0,Neuroblastoma
Q14116,0.01619383502373239,4.0,0.24991766762171314,0.04162602724737062,Interleukin-18 ,97.0,Neuroblastoma
Q08211,0.01563692621625138,10.0,0.7700098682880535,0.13749356833271076,ATP-dependent RNA helicase A ,98.0,Neuroblastoma
Q99959,0.014169764389939407,11.0,0.5088222033457032,0.1698263595269203,Plakophilin-2,99.0,Neuroblastoma
P19367,0.013998022674129218,12.0,0.8308154260951127,0.050755028113565644,Hexokinase-1 ,100.0,Neuroblastoma
P20962,0.012559652599914664,8.0,0.46144799717426627,0.17576634876687877,Parathymosin,101.0,Neuroblastoma
P29218,0.011481663874368471,6.0,0.3789012581729135,0.18755888165927534,Inositol monophosphatase 1 ,102.0,Neuroblastoma
Q92616,0.010933684014185336,10.0,0.6705825371002254,0.1583980571426749,eIF-2-alpha kinase activator GCN1 ,103.0,Neuroblastoma
O60701,0.010042467126480823,3.0,0.5204995233986685,0.09669545434859374,UDP-glucose 6-dehydrogenase ,104.0,Neuroblastoma
P61978,0.009418009470129792,13.0,0.6804147848128014,0.027660725379412724,Heterogeneous nuclear ribonucleoprotein K ,105.0,Neuroblastoma
Q8IWE2,0.009330122400956051,6.0,0.40124868462848884,0.15230844963391,Protein NOXP20 ,106.0,Neuroblastoma
Q8TEM1,0.008327913125160706,6.0,0.3961342591875934,0.15120099662588055,Nuclear pore membrane glycoprotein 210 ,107.0,Neuroblastoma
O00425,0.007885227035608022,10.0,0.7835302897950349,0.08112997965640596,Insulin-like growth factor 2 mRNA-binding protein 3 ,108.0,Neuroblastoma
P14923,0.007847663682612388,9.0,0.6596226906413726,0.08449256715377602,Junction plakoglobin ,109.0,Neuroblastoma
P23246,0.007492279776468043,12.0,0.773181718694338,0.16984217708303787,"Splicing factor, proline- and glutamine-rich ",110.0,Neuroblastoma
P78527,0.006874618192982905,12.0,0.8542509197775869,0.03331375347918633,DNA-dependent protein kinase catalytic subunit ,111.0,Neuroblastoma
Q3KQU3,0.005761341953287564,9.0,0.6196334237877837,0.10228109287549374,MAP7 domain-containing protein 1 ,112.0,Neuroblastoma
Q8NBS9,0.005536255298963812,13.0,0.6302053055465576,0.037346215071310744,Thioredoxin domain-containing protein 5 ,113.0,Neuroblastoma
Q07065,0.004544196465367474,12.0,0.906473787327134,0.016081604457489993,Cytoskeleton-associated protein 4 ,114.0,Neuroblastoma
P30038,0.004349857910003765,10.0,0.5019650458954602,0.05942067409911522,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial ",115.0,Neuroblastoma
Q08J23,0.003914906486274341,8.0,0.5631050876074717,0.10467002583183115,RNA cytosine C,116.0,Neuroblastoma
P12814,0.0033950289050996923,8.0,0.43473211089768793,0.10640363354441938,Alpha-actinin-1 ,117.0,Neuroblastoma
P80723,0.0028624147197885332,8.0,0.6563373661409438,0.10329931080252132,Brain acid soluble protein 1 ,118.0,Neuroblastoma
O00592,0.002756249297044264,7.0,0.360460593687523,0.2441235233381307,Podocalyxin ,119.0,Neuroblastoma
Q8IVF2,0.0026668118146183787,5.0,0.2902899447461894,0.1770512916610456,Protein AHNAK2,120.0,Neuroblastoma
P26447,0.0022579007215017045,6.0,0.4075555386408505,0.12513038592598713,Protein S100-A4 ,121.0,Neuroblastoma
O43719,0.0014273477850622685,8.0,0.4766709621311893,0.1598393020800292,HIV Tat-specific factor 1 ,122.0,Neuroblastoma
P21980,0.0009385597738625323,6.0,0.4840818636724829,0.17830629901257733,Protein-glutamine gamma-glutamyltransferase 2 ,123.0,Neuroblastoma
Q9NS86,0.0005048567050584976,8.0,0.407418662214081,0.07922704912386092,LanC-like protein 2 ,124.0,Neuroblastoma
P32119,0.0004899273123914074,9.0,0.6213552373868816,0.15076736402517388,Peroxiredoxin-2 ,125.0,Neuroblastoma
O75828,0.0002471839100341034,11.0,0.5217976057904803,0.14441603987309976,Carbonyl reductase [NADPH] 3 ,126.0,Neuroblastoma
P17655,4.975801693540619e-05,5.0,0.5908103694787012,0.11818246817668986,Calpain-2 catalytic subunit ,127.0,Neuroblastoma
Q9BZK3,-4.594751942626494e-05,9.0,0.5407720649314726,0.22779181179582822,Putative nascent polypeptide-associated complex subunit alpha-like protein ,128.0,Neuroblastoma
P09382,-0.00017202029496055194,7.0,0.695636728595648,0.10276185316569195,Galectin-1 ,129.0,Neuroblastoma
Q16762,-0.00018494431631902738,10.0,0.5037121157159198,0.12944028911791097,Thiosulfate sulfurtransferase ,130.0,Neuroblastoma
O43707,-0.0004953744908247507,7.0,0.5139876091108905,0.05516589496015118,Alpha-actinin-4 ,131.0,Neuroblastoma
O00754,-0.0006820310618659527,8.0,0.4872368369475473,0.10774943533927912,Lysosomal alpha-mannosidase ,132.0,Neuroblastoma
Q96DG6,-0.0013019741675264686,9.0,0.5735879795823731,0.1335993217434753,Carboxymethylenebutenolidase homolog ,133.0,Neuroblastoma
Q14247,-0.0014286953376316032,5.0,0.7129678190241479,0.03538725008008064,Src substrate cortactin ,134.0,Neuroblastoma
P31146,-0.002159876201491535,9.0,0.38834673509657447,0.13318186442692373,Coronin-1A ,135.0,Neuroblastoma
P11766,-0.002314448438254911,6.0,0.5493752463988324,0.16776911033579375,Alcohol dehydrogenase class-3 ,136.0,Neuroblastoma
Q9Y490,-0.0030438629393580684,8.0,0.6929213173530224,0.07867585173846547,Talin-1,137.0,Neuroblastoma
Q9Y5Q9,-0.004153673025276682,7.0,0.32882489099579254,0.23236625146523457,General transcription factor 3C polypeptide 3 ,138.0,Neuroblastoma
P52594,-0.004678783808139528,8.0,0.5527723409728811,0.15951179950792996,Arf-GAP domain and FG repeat-containing protein 1 ,139.0,Neuroblastoma
Q9BW60,-0.005280437571650351,6.0,0.5101150449561317,0.2515757962967687,Elongation of very long chain fatty acids protein 1 ,140.0,Neuroblastoma
Q9NUQ3,-0.006528701214277488,10.0,0.74574066417641,0.1998700773073533,Gamma-taxilin ,141.0,Neuroblastoma
P26038,-0.007506791194731968,4.0,0.7197279417091773,0.20011785749292318,Moesin ,142.0,Neuroblastoma
P16403,-0.00825167160546625,7.0,0.6283853818659793,0.10132021515711086,Histone H1.2 ,143.0,Neuroblastoma
P26006,-0.009301610880251814,5.0,0.24077308147051185,0.16673607282953792,Integrin alpha-3 ,144.0,Neuroblastoma
P19174,-0.010840822145011657,14.0,0.7468012694745567,0.07280526120029436,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 ",145.0,Neuroblastoma
Q15029,-0.010994737403771243,11.0,0.6009939456829219,0.08512228554893533,116 kDa U5 small nuclear ribonucleoprotein component ,146.0,Neuroblastoma
Q9NR30,-0.0110188694848653,10.0,0.8521193031597614,0.1261756657004462,Nucleolar RNA helicase 2 ,147.0,Neuroblastoma
Q15393,-0.011869940643445598,6.0,0.6963638369900547,0.06377579706262908,Splicing factor 3B subunit 3 ,148.0,Neuroblastoma
O75533,-0.013260541496453383,10.0,0.7761114177375672,0.08275117697831914,Splicing factor 3B subunit 1 ,149.0,Neuroblastoma
P62805,-0.015183070639406496,9.0,0.8859700356430571,0.24129492730275362,Histone H4,150.0,Neuroblastoma
Q13151,-0.019400407976880453,11.0,0.7074738183826037,0.17329988313730688,Heterogeneous nuclear ribonucleoprotein A0 ,151.0,Neuroblastoma
O75475,-0.020643593049734406,11.0,0.7105324497346406,0.11210076361216334,PC4 and SFRS1-interacting protein ,152.0,Neuroblastoma
Q8IYS1,-0.023084052862382198,11.0,0.5462155653608873,0.18992694332897864,Peptidase M20 domain-containing protein 2 ,153.0,Neuroblastoma
O00154,-0.027091084318917852,6.0,0.5805176114786603,0.06157038906606426,Cytosolic acyl coenzyme A thioester hydrolase ,154.0,Neuroblastoma
Q15555,-0.028482794777233422,9.0,0.5320089916396039,0.11809989722875128,Microtubule-associated protein RP/EB family member 2 ,155.0,Neuroblastoma
P08670,-0.03020239460962707,12.0,0.6603635212448558,0.07264631393182734,Vimentin,156.0,Neuroblastoma
O60264,-0.031591276824783264,10.0,0.7574283853592657,0.3147555534303201,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 ,157.0,Neuroblastoma
P17301,-0.03372177229422647,9.0,0.4009602171383754,0.22721760394180268,Integrin alpha-2 ,158.0,Neuroblastoma
P11388,-0.0462886032178501,9.0,0.6832372509482372,0.292212063939533,DNA topoisomerase 2-alpha ,159.0,Neuroblastoma
Q14151,-0.08465601736594966,12.0,0.6883774443352365,0.32249002338786625,Scaffold attachment factor B2 ,160.0,Neuroblastoma
Q9NU22,-0.0957114905510975,12.0,0.5273239561297732,0.20781638086754733,Midasin ,161.0,Neuroblastoma
Q16658,0.6933023188413815,1.0,0.44747195223332364,0.16285011654910175,Fascin ,1.0,OV_endometrioid
Q9Y5Q9,0.6331509959259745,13.0,0.5805927256208048,0.08063636060825809,General transcription factor 3C polypeptide 3 ,2.0,OV_endometrioid
Q92616,0.5500480861978702,15.0,0.9058933787038246,0.05685470435560436,eIF-2-alpha kinase activator GCN1 ,3.0,OV_endometrioid
Q9BZQ8,0.5130653614258347,3.0,0.288302182838712,0.07925441932006769,Protein Niban 1 ,4.0,OV_endometrioid
P43121,0.5081657067323542,3.0,0.24137469195924505,0.040934216962468704,Cell surface glycoprotein MUC18 ,5.0,OV_endometrioid
P80723,0.48134529763790157,4.0,0.42816310647287,0.12144684224316483,Brain acid soluble protein 1 ,6.0,OV_endometrioid
Q96CX2,0.47768095443217584,1.0,0.1776615751143372,0.0802277641669203,BTB/POZ domain-containing protein KCTD12 ,7.0,OV_endometrioid
Q8N392,0.4374941835581062,4.0,0.2757389997669165,0.016279177991595326,Rho GTPase-activating protein 18 ,8.0,OV_endometrioid
Q9NZN4,0.42126055302142573,2.0,0.19364935191420365,0.049269085682372225,EH domain-containing protein 2 ,9.0,OV_endometrioid
P35580,0.38155627667110864,12.0,0.8558235392731219,0.07841186702230386,Myosin-10 ,10.0,OV_endometrioid
P29373,0.3572377795966695,1.0,0.2601369287259162,0.04033870738182004,Cellular retinoic acid-binding protein 2 ,11.0,OV_endometrioid
P08648,0.3307645563238071,13.0,0.648109108210045,0.04291405829948721,Integrin alpha-5 ,12.0,OV_endometrioid
P40121,0.31886955620820084,3.0,0.18235378771652408,0.042424168551729376,Macrophage-capping protein ,13.0,OV_endometrioid
P05787,0.31276952666989155,3.0,0.3406541047890769,0.10225948122201477,"Keratin, type II cytoskeletal 8 ",14.0,OV_endometrioid
P12814,0.28058659319840296,1.0,0.15765935053471686,0.09988216560544505,Alpha-actinin-1 ,15.0,OV_endometrioid
P05783,0.27899274532197554,6.0,0.29458175943041937,0.11997727841743765,"Keratin, type I cytoskeletal 18 ",16.0,OV_endometrioid
P08670,0.268436233271909,13.0,0.7019032093247056,0.09590596955520153,Vimentin,17.0,OV_endometrioid
O75475,0.2629524013095091,13.0,0.812619906326726,0.08833971376879263,PC4 and SFRS1-interacting protein ,18.0,OV_endometrioid
Q9NR30,0.24234579890846725,15.0,0.9278055003691845,0.03040968096284017,Nucleolar RNA helicase 2 ,19.0,OV_endometrioid
Q8IYS1,0.24149745636235959,13.0,0.6182678482109328,0.0603166212362694,Peptidase M20 domain-containing protein 2 ,20.0,OV_endometrioid
P62805,0.23889109032576897,13.5,1.0,0.0,Histone H4,21.0,OV_endometrioid
Q9UHD8,0.23842424589701058,2.0,0.28540752192095803,0.15350132704541175,Septin-9 ,22.0,OV_endometrioid
Q99959,0.22914103978258385,6.0,0.359807753576153,0.19982580000809894,Plakophilin-2,23.0,OV_endometrioid
P20962,0.22817272054302742,12.0,0.652121482597777,0.09236407162129034,Parathymosin,24.0,OV_endometrioid
Q9UIG0,0.2142419469640955,15.0,0.7637583625823894,0.06460036680817677,Tyrosine-protein kinase BAZ1B ,25.0,OV_endometrioid
P48681,0.20929160483507778,11.0,0.6671762934316228,0.3687238386322119,Nestin,26.0,OV_endometrioid
Q92922,0.20876308243937994,9.0,0.3775258729647555,0.19765529606492763,SWI/SNF complex subunit SMARCC1 ,27.0,OV_endometrioid
P46821,0.20537311391340185,8.0,0.43202091339967197,0.2711274742667653,Microtubule-associated protein 1B ,28.0,OV_endometrioid
Q9BW60,0.19690592554953754,14.0,0.7805547711059199,0.0639274387070384,Elongation of very long chain fatty acids protein 1 ,29.0,OV_endometrioid
P17301,0.18757045744477635,7.0,0.2802028634191941,0.1461914119706394,Integrin alpha-2 ,30.0,OV_endometrioid
Q6NZI2,0.17610720161114038,5.0,0.44302452091999867,0.06483059892929524,Caveolae-associated protein 1 ,31.0,OV_endometrioid
P04083,0.17427420403609556,9.0,0.7531775272173702,0.14706234858773112,Annexin A1 ,32.0,OV_endometrioid
Q9BST9,0.1719263342369602,10.0,0.5298320020744662,0.3433577708347154,Rhotekin,33.0,OV_endometrioid
Q9BZK3,0.16526582861159841,3.0,0.26237197855991373,0.0971164513030302,Putative nascent polypeptide-associated complex subunit alpha-like protein ,34.0,OV_endometrioid
P46013,0.16031693384539225,15.0,0.7984435244823148,0.08511460114399866,Proliferation marker protein Ki-67 ,35.0,OV_endometrioid
P62877,0.15458276849520067,11.0,0.7501645496281742,0.049441282670508443,E3 ubiquitin-protein ligase RBX1 ,36.0,OV_endometrioid
Q9Y5B9,0.15117643561140867,14.0,0.8875266947161542,0.09138730670284849,FACT complex subunit SPT16 ,37.0,OV_endometrioid
P07948,0.14837662231877732,12.0,0.6539318140010553,0.04361251122148576,Tyrosine-protein kinase Lyn ,38.0,OV_endometrioid
Q8IVT2,0.1475753089590454,13.0,0.6232557984530314,0.3446207669150608,Mitotic interactor and substrate of PLK1 ,39.0,OV_endometrioid
O75828,0.14592884863086758,5.0,0.315296263085017,0.2639095541254891,Carbonyl reductase [NADPH] 3 ,40.0,OV_endometrioid
P11498,0.14425386899798448,5.0,0.436299539475032,0.042540206987775595,"Pyruvate carboxylase, mitochondrial ",41.0,OV_endometrioid
O75533,0.14288853378953173,15.0,0.8476039014872043,0.024338836275192236,Splicing factor 3B subunit 1 ,42.0,OV_endometrioid
P11047,0.13881623958263162,14.0,0.7957718988089457,0.1874628644741601,Laminin subunit gamma-1 ,43.0,OV_endometrioid
Q9Y5V3,0.13047476373571967,15.0,0.6484718954016768,0.10395908231663697,Melanoma-associated antigen D1 ,44.0,OV_endometrioid
P11388,0.12393192210889484,12.0,0.7697966710096089,0.04916090230579698,DNA topoisomerase 2-alpha ,45.0,OV_endometrioid
O95817,0.11914814381109073,5.0,0.41964562845997444,0.20171168090269084,BAG family molecular chaperone regulator 3 ,46.0,OV_endometrioid
P21266,0.11860152061987583,5.0,0.24553390681307233,0.11362019799928931,Glutathione S-transferase Mu 3 ,47.0,OV_endometrioid
